61.2,Open biopsy of thyroid gland 
61.2,excision of hydrocele (of tunica vaginalis) 
61.3,Biopsy of parathyroid gland 
61.3,excision or destruction of lesion or tissue of scrotum 
61.41,suture of laceration of scrotum and tunica vaginalis 
61.42,repair of scrotal fistula 
61.49,other repair of scrotum and tunica vaginalis 
61.9,Other diagnostic proceres on thyroid and parthyroid glans 
61.91,Percutaneous aspiration of tunica vaginalis 
61.92,excision of lesion of tunica vaginalis other than hydrocele 
61.99,other operation on scrotum and tunica vaginalis 
62,Unilateral thyroid lobectomy 
62,inscision of testis 
62,Incision of testis 
62.11,Closed (percutaneous) (needle) biopsy of testis 
62.12,open biopsy of testis 
62.19,other diagnostic procedures on testes 
62.2,excision or destruction of testicular lesion 
62.3,unilateral orchiectomy 
62.41,removal of both testis 
62.42,removal of remaining testis 
62.5,orchiopexy 
62.61,suture of laceration of testis 
62.69,other repair of testes 
62.7,insertion of testicular prosthesis 
62.91,Aspiration of testis 
62.92,Injection of therapeutic substance into testis 
62.99,other operations on testes 
63.01,"Biopsy of spermatic cord, epididymis, or vas deferens "
63.09,other diagnostic procedures on spermatic cord epididymis or vas deferens 
63.1,Excision of lesion of thyroid 
63.1,excision of varicocele and hydrocele of spermatic cord 
63.2,excision of cysst of epididymis 
63.3,excision of other lesion or tissue of spermatic cord and epididymis 
63.4,epididymectomy 
63.5,repair of spermatic cord and epididymis 
63.51,suture of laceration of spermatic cord and epididymis 
63.52,reduction of torsion of testis of spermatic cord 
63.53,transplantation of spermatic cord 
63.59,other repair of spermatic cord and epididymis 
63.6,vasotomy 
63.7,Ligation of vas deferens 
63.7,"Male sterilization procedure, not otherwise specified "
63.71,Ligation of spermatic cord 
63.72,Vasectomy 
63.73,Aspiration of spermatocele 
63.81,suture of laceration of vas deferens and epididymis 
63.82,reconstruction of surgically divided vas deferens 
63.83,epididymotomy 
63.84,removal of ligature from vas deferens 
63.85,removal of valve from vas deferens 
63.89,other repair of vas deferens and epididymis 
63.9,Other partial thyroidectomy 
63.91,Aspiration of spermatocele 
63.92,epididiotomy 
63.93,incision of spermatic cord 
63.94,lysis of adhesions of spermatic cord 
63.95,insertion of valve in vas deferens 
63.99,other operation on spermatic cord/epididymis/vas deferens 
64,Complete thyroidectomy 
64,Circumcision 
64.11,biopsy of penis 
64.19,Other diagnostic procedures on penis 
64.2,local excision or destruction of lesion of penis 
64.3,amputation of penis 
64.41,suture of laceration of penis 
64.42,release of chordee 
64.43,construction of penis 
64.44,reconstruction of penis 
64.45,replantation of penis 
64.49,other repair of penis 
64.5,operations for sex transformation not elsewhere classified 
64.91,Dorsal or lateral slit of prepuce 
64.92,incision of penis 
64.93,division of penile adhesions 
64.94,Fitting of external prosthesis of penis 
64.95,Insertion or replacement of non-inflatable penile prosthesis 
64.96,removal of internal prosthesis of penis 
64.97,insertion or replacement of non inflatable penil prosthesis 
64.98,other operation on penis 
64.99,other operation on male genital organ 
65,Substernal thyroidectomy 
65.01,laparoscopic oophorotomy 
65.09,other oophorotomy 
65.1,Partial subternal thyroidectomy 
65.11,aspiration biopsy of ovary 
65.12,other biopsy of ovary 
65.13,laparoscopic biopsy of ovary 
65.14,other laparoscopic diagnostic procedures on ovaries 
65.19,other diagnostic procedures on ovaries 
65.2,Complete substernal thyroidectomy 
65.21,marsupalization of ovarian cyst 
65.22,wedge resection of ovary 
65.23,laparoscopic marsupaliazation of ovarian cyst 
65.24,laparoscopic wedge resection of ovary 
65.25,other laparoscopic local excision or destruction of ovary 
65.29,other local excision or destruction of ovary 
65.31,laparoscopic unilateral oophorectomy 
65.39,other unilateral oophorectomy 
65.41,laparoscopic unilateral salpingo -oophorectomy 
65.49,other unilateral salpingo-oophorectomy 
65.51,other removal of both ovaries at same operative prosedur 
65.52,other removal remaining ovary 
65.53,laparoscopic removal of both ovaries at same 
65.54,laparoscopic removal of remaining ovary 
65.61,other removal of both ovaries and tubes at same operative episode 
65.62,other removal of remaining ovary and tube 
65.63,laparoscopic removal of both ovaries and tubes at same operative episode 
65.64,laparoscopic removal of remaining ovary 
65.71,other simple suture of ovary 
65.72,other reimplantation of ovary 
65.73,other salpingo-oophoroblasty 
65.74,laparoscopic simple suture of ovary 
65.75,laparoscopic reimplantation of ovary 
65.76,laparoscopic salpingo-oophoroplasty 
65.79,other repair of ovary 
65.81,laparoscopic lysis of adhesion of ovary 
65.89,other lysis of adhesion of ovary and fallopian tube 
65.91,aspiration of ovary 
65.92,transplantation of ovary 
65.93,manual rupture of ovarian cyst 
65.94,ovarian denervation 
65.95,release of torsion of ovary 
65.99,other operation on ovary 
66,Excision of lingual thyroid 
66.01,salpingotomy 
66.02,salpingostomy 
66.11,biopsy of falopian tube 
66.19,other diagnostic procedures on fallopian tubes 
66.21,bilateral endoscopic ligation and crushing of fallopian tubes 
66.22,bilateral endoscopic destruction or occlusion of fallopian tubes'' 
66.29,other bilateral endoscopic destruction or occlusion of fallopian tubes 
66.31,other bilateral ligation and crushing of fallopian tubes 
66.32,other bilateral ligation and division of fallopian tubes 
66.39,other bilateral destruction or occlusion of fallopian tubes 
66.4,total unilateral salpingectom 
66.51,removal bothi fallopian tubes at same operative episode 
66.52,removal of remaining fallopian tube 
66.61,excision or destruction of lesion of fallopian tube 
66.62,salpingectomy with removal of tubal pregnancy 
66.63,bilateral partial salpingectomy not otherwise specified 
66.69,other partial salpingectomy 
66.71,simple suture of falopian tube 
66.72,salpingo-oophorostomy 
66.73,salpingo-salpingostomy 
66.74,salpingo-uterostomy 
66.79,other repair of allopian tube 
66.8,Insufflation of fallopian tube 
66.91,Dilation of cervical canal 
66.92,unilateral destruction or occlusion of fallopian tube 
66.93,implantation or replacement of protsthesis of fallopian tube 
66.94,removal of prosthesis of fallopian tube 
66.95,insufflation of therapeutic agent into fallopian tubes 
66.96,dilation of fallopian tubes 
66.97,burying of fimbriae in uterine wall 
66.99,other operations on fallopian tubes 
67,Dilation of cervical canal 
67,Excision of thyroglossal duct or trac 
67,Dilation of cervical canal 
67.11,endocervical biopsy 
67.12,other cervical biopsy 
67.19,other diagnostic procedures on cervix 
67.2,Conization of cervix 
67.31,marsupalization of cervical cyst 
67.32,destruction of lesion of cervix by cauterization 
67.33,destruction of lesion of cervix by cryosurgery 
67.39,other excision or destruction of lesion or tissue of cervix 
67.4,transabdominal cerclage of cervix 
67.51,amputation of cervix 
67.59,repair of internal cervical os 
67.61,suture of laceration of cervix 
67.62,repair of fistula of cervix 
67.69,other repair of cervix 
68,Hysterotomy 
68,Hysterotomy 
68.1,Complete parathyroidectomy 
68.11,Digital examination of uterus 
68.12,Hysteroscopy 
68.13,open biopsy of uterus 
68.14,open biopsy of uterine ligaments 
68.15,closed biopsy of uterine ligaments 
68.16,closed biopsy of uterus 
68.19,other diagnostic procedures on uterus and supporting stuctures 
68.21,division of endometrial synnechiae 
68.22,incision or excision of congenital septum of uterus 
68.23,endometrial ablation 
68.29,other excision or destruction of lesion or tissue of uterus 
68.3,subtotal abdominal hysterectomy 
68.31,Laparoscopic supracervical hysterectomy LSH 
68.39,Other and unspecified subtotal abdominal hysterectomy 
68.4,total abdominal hysterectomy 
68.41,Laparoscopic total abdominal hysterectomy 
68.49,Other and unspecified total abdominal hysterectomy 
68.5,vaginal hysterectomy 
68.51,laparoscopically assisted vaginal hysterectomy (LAVH) 
68.59,other vaginal hysterectomy 
68.6,radical abdominal hysterectomy 
68.61,Laparoscopic radical abdominal hysterectomy 
68.69,Other and unspecified radical abdominal hysterectomy 
68.7,radical vaginal hysterectomy 
68.71,Laparoscopic radical vaginal hysterectomy LRVH 
68.79,Other and unspecified radical vaginal hysterectomy 
68.8,pelvic evisceration 
68.9,Other parathyroidectomy 
68.9,other and unspecified hysterectomy 
69.01,dilation and curettage for termination of pregnancy 
69.02,dilation and curettage following delivery or abortion 
69.09,other dilation and curettage 
69.1,Division of thyroid isthmus 
69.19,other excision or destruction of lesion or tissue of uterus and supporting structures 
69.2,Ligation of thyroid vessels 
69.21,interposition operation 
69.22,other uterine suspension 
69.23,vaginal repair of chronic inversion of uterus 
69.29,other repair of uterus and supporting structures 
69.3,paracervical uterine denervation 
69.3,Suture of thyroid glans 
69.4,uterine repair 
69.4,Thyroid tissue reimplatation 
69.41,suture of laceration of uterus 
69.42,closure of fistula of uterus 
69.49,other repair of uterus 
69.5,Parathyroid tissue reimplantation 
69.51,aspiration curettage of uterus for termination of pregnancy 
69.52,aspiration curettage following delivery or abortion 
69.59,Aspiration curretage of uterus 
69.6,Menstrual extraction or regulation 
69.7,Intrauterine contraceptive 
69.8,Other operation on thyroid glans 
69.9,Other operations on parathyroid glans 
69.91,Insertion of therapeutic device into uterus 
69.92,Artificial insemination 
69.93,Insertion of laminaria 
69.94,Manual replacement of inverted uterus 
69.95,incision of cervix 
69.96,Removal of cerclage material from cervix 
69.97,removal of other penetrating foreign body from cervix 
69.98,other operations on supporting structures of uterus 
69.99,other operations on cervix and uterus 
7,Exploration of adrenal field 
70,Culdocentesis 
70,Culdocentesis 
70.1,Unilateral exploration of adrenal field 
70.11,Hymenotomy 
70.12,culdotomy 
70.13,lysis of intraluminal adhesions of vagina 
70.14,other vaginotomy 
70.2,Bilateral explaration of adrenal field 
70.21,Vaginoscopy 
70.22,Culdoscopy 
70.23,biopsy of cul-de-sac 
70.24,vaginal biopsy 
70.29,other diagnostic procedures on vagina and cul-de-sac 
70.31,hymenectomy 
70.32,Excision/destruction of lesion cul-de-sac 
70.33,excision or destruction of lesion of vagina 
70.4,obliteration and total excision of vagina 
70.5,repair of cystocele 
70.5,Repair of cystocele and rectocele 
70.51,repair of rectocele 
70.52,vaginal construction and reconstruction 
70.53,Repair of cystocele and rectocele with graft or prosthesis 
70.54,Repair of cystocele with graft or prosthesis 
70.55,Repair of rectocele with graft or prosthesis 
70.61,vaginal construction 
70.62,vaginal reconstruction 
70.63,Vaginal construction with graft or prosthesis 
70.64,Vaginal reconstruction with graft or prosthesis 
70.71,suture of laceration of vagina 
70.72,repair of colovaginal fistula 
70.73,repair of rectovaginal fistula 
70.74,repair of other vaginoenteric fistula 
70.75,repair of other fistula of vagina 
70.76,hymenorraphy 
70.77,vaginal suspension and vixation 
70.78,Vaginal suspension and fixation with graft or prosthesis 
70.79,other repair of vagina 
70.8,obliteration of vagina vault 
70.91,other operations on vagina 
70.92,other operations on cul-de-sac 
70.93,Other operations on cul-de-sac with graft or prosthesis 
70.94,Insertion of biological graft 
70.95,Insertion of synthetic graft or prosthesis 
71.01,lysis of vulvar adhesions 
71.09,other incision of vulva and perineum 
71.1,Close (percutaneous) (needle) biobsy of adrenal 
71.11,Diagnostic procedures on vulva biopsy of vulva 
71.19,other diagnostic procedures on vulva 
71.2,Open biopsy of adrenal glans 
71.21,Percutaneous aspiration of Bartholin's gland (cyst) 
71.22,incision of Bartholin's gland (cyst) 
71.23,marsupialization of Bartholin's gland (cyst) 
71.24,excision or other destruction of Bartholin's gland (cyst) 
71.29,other operations on Bartholin's gland 
71.3,Biopsy of pituitary gland transfrontal approach 
71.3,other local excision or destruction of vulva and perineum 
71.4,operations on clitoris 
71.4,Biopsy of pituitary gland transsphenoidal approach 
71.5,Biopsy of pituitary gland unspecified approach 
71.5,radical vulvectomy 
71.6,Biopsy of thymus 
71.61,unilateral vulvectomy 
71.62,bilateral vulvectomy 
71.7,Biopsy of pineal gland 
71.71,suture of laceration of vulva or perineum 
71.72,repair of fistula of vulva or perineum 
71.79,other repair of vulva and perineum 
71.8,other operations on vulva 
71.9,Other diagnostic procedures on adrenal glands 
71.9,other operations on female genital organs 
72,Low forceps operation 
72,Low forceps operation 
72.1,Excision of lesion of adrenal gland 
72.1,Low forceps operation with episiotomy 
72.2,Unilateral adrenalectomy 
72.21,Mid forceps operation with episiotomy 
72.29,Other mid forceps operation 
72.31,High forceps operation with episiotomy 
72.39,Other high forceps operation 
72.4,Forceps rotation of fetal head 
72.51,Partial breech extraction with forceps to aftercoming head 
72.52,Other partial breech extraction 
72.53,Total breech extraction with forceps to aftercoming head 
72.54,Other total breech extraction 
72.6,Forceps application to aftercoming head 
72.71,Vacuum extraction with episiotomy 
72.79,Other vacuum extraction 
72.8,Other specified instrumental delivery 
72.9,Unspecified instrumental delivery 
72.9,Other partial adrenalectomy 
73,Artificial rupture of membranes 
73,Bilateral adrenalectomy 
73.01,Induction of labor by artificial rupture of membranes 
73.09,Other artificial rupture of membranes 
73.1,Other surgical induction of labor 
73.2,Internal and combined version and extraction 
73.21,Internal and combined version without extraction 
73.22,Internal and combined version with extraction 
73.3,Failed forceps 
73.4,Medical induction of labor 
73.5,Manually assisted delivery 
73.51,Manual rotation of fetal head 
73.59,Other manually assisted delivery 
73.6,Episiotomy 
73.8,Operations on fetus to facilitate delivery 
73.9,Other operations assisting delivery 
73.91,External version 
73.92,Replacement of prolapsed umbilical cord 
73.93,Incision of cervix to assist delivery 
73.94,Pubiotomy to assist delivery 
73.99,Other 
74,classical cesarean section 
74,Classical cesarean section 
74.1,low cervical cesarean section 
74.1,Incision of adrenal gland 
74.2,Division of nerves to adrenal glans 
74.2,extraperitoneal cesarean section 
74.3,Ligation of adrenal vessels 
74.3,removal of extratubal ectopic pregnancy 
74.4,Repair of adrenal gland 
74.4,cesarean section of other specified type 
74.5,Reimplantation of adrenal tissue 
74.9,Other operations on adrenal glans 
74.91,hysterotomy to terminate pregnancy 
74.99,other cesarean section of unspecified type 
75,Intra-amniotic injection for abortion 
75,Intra-amniotic injection for abortion 
75.1,diagnostic amnioscentesis 
75.1,Exploration of pinel field 
75.2,Incision of pinel gland 
75.3,Partial excision of pineal gland 
75.31,amnioscopy 
75.32,Fetal EKG (scalp 
75.33,fetal blood sampling and biopsy 
75.34,Other fetal monitoring 
75.35,other diagnostic procedures on fetus and amnion 
75.36,correction of fetal defect 
75.37,Amnioinfusion 
75.38,Fetal pulse oximetry 
75.4,Manual removal of retained placenta 
75.5,repair of current obstetric laceration of uterus not otherwise specified 
75.5,"Repair of current obstetric laceration of uterus, not otherwise specified "
75.51,repair of current obstetric laceration of cervix 
75.52,repair of current obstetric laceration of corpus uteri 
75.61,repair of current obstetric laceration of bladder and urethra 
75.62,repair of current obstetric laceration of rectum and sphincter ani 
75.69,repair of other current obstetric laceration Episioperineorrhaphy secondary repair of episiotomy 
75.7,"Manual exploration of uterine cavity, postpartum "
75.8,Obstetric tamponade of uterus or vagina 
75.9,Other operations on pineal gland 
75.91,evacuation of obstetrical insicional hematoma of perineum 
75.92,evacuation of other hematoma of vulva or vagina 
75.93,surgical corrections of inverted uterus 
75.94,Manual replacement of inverted uterus 
75.99,other obstectric operations 
76.01,sequestrectomy of facial bone 
76.09,other incision of facial bone reopening of osteotomy site of facial bone 
76.1,Partial excision of pituitary gland 
76.11,biopsy of facial bone 
76.19,other diagnostic procedures on facial bones and joints 
76.2,local excision or destruction of lesion of facial bone 
76.2,Partial excision of pituitary gland transsphenoidal 
76.3,Partial excision of pituitary gland unspecified 
76.31,partial mandibulectomy hemimandibulectomy 
76.39,partial ostectomy of other facial bone hemimaxilectomy 
76.4,Total excision of pituitary gland transfrontal 
76.41,total mandibulectomy with synchronous reconstruction 
76.42,other total mandibulectomy 
76.43,other reconstruction of mandible 
76.44,total ostectomy of other facial bone with synchronous reconstruction 
76.45,other total ostectomy of other facial bone 
76.46,other reconsteruction of other facial bone 
76.5,Total excision of pituitary gland transsphenoidal approach 
76.5,temporomandibular arthroplasty 
76.61,closed osteoplasty (ostetomy) of mandibular ramus Gigli saw osteotomy 
76.62,open osteoplasty of mandibular ramus 
76.63,osteoplasty (osteotomy) of body mandible 
76.64,other orthognathic surgery on mandible mandibular osteoplasty NOS segmental nor subapical osteotomy 
76.65,segmental osteoplasty (osteotomy) of maxilla maxillary osteoplasty 
76.66,total osteoplasty (osteotomy) of maxilla 
76.67,reduction genioplasty reduction mentoplasty 
76.68,augmentation genioplasty mentoplasty: NOS with graft or implant 
76.69,other facial bone repair osteoplasty of facial bone NOS 
76.7,reudction of facial fracture not otherwise specified 
76.7,"Reduction of facial fracture, not otherwise specified "
76.71,Closed reduction of malar & zygomatic fracture 
76.72,open reduction of malar and zygomatic fracture 
76.73,Closed reduction of maxillary fracture 
76.74,open reduction of maxillary fracture 
76.75,Closed reduction of mandibular fracture 
76.76,Open reduction of mandibular fractur 
76.77,open reduction of alveolar fracture 
76.78,Closed reduction of facial fracture 
76.79,other open reduction of facial fracture 
76.8,Total excision of pituitary gland other specified appoach 
76.9,Total excision of pituitary gland unspecified approach 
76.91,bone graft to facial bone 
76.92,insertion of synthetic implant in facial bone 
76.93,Closed reduction of temporomandibular dislocation 
76.94,open reduction of temporomandibular disloaction 
76.95,Other manipulation of temporomandibular joint 
76.96,Injection of therapeutic substance into temporomandibular joint 
76.97,removal of internal fixation device from facial bone 
76.99,other operations on facial bones and joints 
77,Sequestrectomy unspecified site 
77,"Sequestrectomy, unspecified site "
77.01,Sequestrectomy scapula clavicle and thorax (ribs and sternum) 
77.02,Sequestrectomy humerus 
77.03,Sequestrectomy radius and ulna 
77.04,Sequestrectomy carpals and metacarpals 
77.05,Sequestrectomy femur 
77.06,Sequestrectomy patella 
77.07,Sequestrectomy tibia and fibula 
77.08,Sequestrectomy tarsals and metatarsals 
77.09,Sequestrectomy other pelvic bones phalanges (foot/hand) vertebrae 
77.1,Other incision of bone without division unspecified site 
77.1,Exploration of pituitary fossa 
77.1,"Other incision of bone without division, unspecified site "
77.11,Other incision of bone without division scapula clavicle and thorax (ribs and sternum) 
77.12,Other incision of bone without division humerus 
77.13,Other incision of bone without division radius and ulna 
77.14,Other incision of bone without division carpals and metacarpals 
77.15,Other incision of bone without division femur 
77.16,Other incision of bone without division patella 
77.17,Other incision of bone without division tibia and fibula 
77.18,Other incision of bone without division tarsals and metatarsals 
77.19,Other incision of bone without division other pelvic bones phalanges (foot/hand) vertebrae 
77.2,Incision of pituitary gland 
77.2,Wedge osteotomy unspecified site 
77.2,"Wedge osteotomy, unspecified site "
77.21,Wedge osteotomy scapula clavicle and thorax (ribs and sternum) 
77.22,Wedge osteotomy humerus 
77.23,Wedge osteotomy radius and ulna 
77.24,Wedge osteotomy carpals and metacarpals 
77.25,Wedge osteotomy femur 
77.26,Wedge osteotomy patella 
77.27,Wedge osteotomy tibia and fibula 
77.28,Wedge osteotomy tarsals and metatarsals 
77.29,Wedge osteotomy other pelvic bones phalanges (foot/hand) vertebrae 
77.3,Other division of bone unspecified site 
77.3,"Other division of bone, unspecified site "
77.31,Other division of bone scapula clavicle and thorax (ribs and sternum) 
77.32,Other division of bone humerus 
77.33,Other division of bone radius and ulna 
77.34,Other division of bone carpals and metacarpals 
77.35,Other division of bone femur 
77.36,Other division of bone patella 
77.37,Other division of bone tibia and fibula 
77.38,Other division of bone tarsals and metatarsals 
77.39,Other division of bone other pelvic bones phalanges (foot/hand) vertebrae 
77.4,Biopsy of bone unspecified site 
77.4,"Biopsy of bone, unspecified site "
77.41,Biopsy of bone scapula clavicle and thorax (ribs and sternum) 
77.42,Biopsy of bone humerus 
77.43,Biopsy of bone radius and ulna 
77.44,Biopsy of bone carpals and metacarpals 
77.45,Biopsy of bone femur 
77.46,Biopsy of bone patella 
77.47,Biopsy of bone tibia and fibula 
77.48,Biopsy of bone tarsals and metatarsals 
77.49,Biopsy of bone other pelvic bones phalanges (foot/hand) vertebrae 
77.51,bunionectomy with soft tissue correction and osteotomy of the first metatarsal 
77.52,bunionectomy with soft tissue correction and arthrodesis 
77.53,other bunionectomy with soft tissue correction 
77.54,excision or correction of bunionette 
77.56,repair of hammer toe 
77.57,repair of claw toe 
77.58,other excision of lesion or tissue of bone 
77.59,other bunionectomy 
77.6,Local excision of lesion or tissue of bone unspecified site 
77.6,"Local excision of lesion or tissue of bone, unspecified site "
77.61,Local excision of lesion or tissue of bone scapula clavicle and thorax (ribs and sternum) 
77.62,Local excision of lesion or tissue of bone humerus 
77.63,Local excision of lesion or tissue of bone radius and ulna 
77.64,Local excision of lesion or tissue of bone carpals and metacarpals 
77.65,Local excision of lesion or tissue of bone femur 
77.66,Local excision of lesion or tissue of bone patella 
77.67,Local excision of lesion or tissue of bone tibia and fibula 
77.68,Local excision of lesion or tissue of bone tarsals and metatarsals 
77.69,Local excision of lesion or tissue of bone other pelvic bones phalanges (foot/hand) vertebrae 
77.7,Excision of bone for graft unspecified site 
77.7,"Excision of bone for graft, unspecified site "
77.71,Excision of bone for graft scapula clavicle and thorax (ribs and sternum) 
77.72,Excision of bone for graft humerus 
77.73,Excision of bone for graft radius and ulna 
77.74,Excision of bone for graft carpals and metacarpals 
77.75,Excision of bone for graft femur 
77.76,Excision of bone for graft patella 
77.77,Excision of bone for graft tibia and fibula 
77.78,Excision of bone for graft tarsals and metatarsals 
77.79,Excision of bone for graft other pelvic bones phalanges (foot/hand) vertebrae 
77.79,"Excision of other bone for graft, except facial bones "
77.8,Other partial ostectomy unspecified site 
77.8,"Other partial ostectomy, unspecified site "
77.81,Other partial ostectomy scapula clavicle and thorax (ribs and sternum) 
77.82,Other partial ostectomy humerus 
77.83,Other partial ostectomy radius and ulna 
77.84,Other partial ostectomy carpals and metacarpals 
77.85,Other partial ostectomy femur 
77.86,Other partial ostectomy patella 
77.87,Other partial ostectomy tibia and fibula 
77.88,Other partial ostectomy tarsals and metatarsals 
77.89,Other partial ostectomy other pelvic bones phalanges (foot/hand) vertebrae 
77.9,Total ostectomy unspecified site 
77.9,Other operations on hypophysis 
77.9,"Total ostectomy, unspecified site "
77.91,Total ostectomy scapula clavicle and thorax (ribs and sternum) 
77.92,Total ostectomy humerus 
77.93,Total ostectomy radius and ulna 
77.94,Total ostectomy carpals and metacarpals 
77.95,Total ostectomy femur 
77.96,Total ostectomy patella 
77.97,Total ostectomy tibia and fibula 
77.98,Total ostectomy tarsals and metatarsals 
77.99,Total ostectomy other pelvic bones phalanges (foot/hand) vertebrae 
78,Thymectomy NOS 
78,Bone graft unspecified site 
78,"Bone graft, unspecified site "
78.01,Bone graft scapula clavicle and thorax (ribs and sternum) 
78.02,Bone graft humerus 
78.03,Bone graft radius and ulna 
78.04,Bone graft carpals and metacarpals 
78.05,Bone graft femur 
78.06,Bone graft patella 
78.07,Bone graft tibia and fibula 
78.08,Bone graft tarsals and metatarsals 
78.09,Bone graft other pelvic bones phalanges (foot/hand) vertebrae 
78.1,Application of external fixation device unspecified site 
78.1,Patrial excision of thymus 
78.1,"Application of external fixation device, unspecified site "
78.11,Application of external fixation device scapula clavicle and thorax (ribs and sternum) 
78.12,Application of external fixation device humerus 
78.13,Application of external fixation device radius and ulna 
78.14,Application of external fixation device carpals and metacarpals 
78.15,Application of external fixation device femur 
78.16,Application of external fixation device patella 
78.17,Application of external fixation device tibia and fibula 
78.18,Application of external fixation device tarsals and metatarsals 
78.19,Application of external fixation device other pelvic bones phalanges (foot/hand) vertebrae 
78.2,Limb shortening procedures unspecified site 
78.2,Total excision of thymus 
78.2,"Limb shortening procedures, unspecified site "
78.22,Limb shortening procedures humerus 
78.23,Limb shortening procedures radius and ulna 
78.24,Limb shortening procedures carpals and metacarpals 
78.25,Limb shortening procedures femur 
78.27,Limb shortening procedures tibia and fibula 
78.28,Limb shortening procedures tarsals and metatarsals 
78.29,Limb shortening procedures other pelvic bones phalanges (foot/hand) vertebrae 
78.3,Limb lighthening procedures unspecified site 
78.3,"Limb lengthening procedures, unspecified site "
78.32,Limb lighthening procedures humerus 
78.33,Limb lighthening procedures radius and ulna 
78.34,Limb lighthening procedures carpals and metacarpals 
78.35,Limb lighthening procedures femur 
78.37,Limb lighthening procedures tibia and fibula 
78.38,Limb lighthening procedures tarsals and metatarsals 
78.39,Limb lighthening procedures other pelvic bones phalanges (foot/hand) vertebrae 
78.4,Other repair or plastic operations of bone unspecified site 
78.4,"Other repair or plastic operations on bone, unspecified site "
78.41,Other repair or plastic operations of bone scapula clavicle and thorax (ribs and sternum) 
78.42,Other repair or plastic operations of bone humerus 
78.43,Other repair or plastic operations of bone radius and ulna 
78.44,Other repair or plastic operations of bone carpals and metacarpals 
78.45,Other repair or plastic operations of bone femur 
78.46,Other repair or plastic operations of bone patella 
78.47,Other repair or plastic operations of bone tibia and fibula 
78.48,Other repair or plastic operations of bone tarsals and metatarsals 
78.49,Other repair or plastic operations of bone other pelvic bones phalanges (foot/hand) vertebrae 
78.5,internal fixation of bone without fracture reduction unspecified site 
78.5,"Internal fixation of bone without fracture reduction, unspecified site "
78.51,internal fixation of bone without fracture reduction scapula clavicle and thorax (ribs and sternum) 
78.52,internal fixation of bone without fracture reduction humerus 
78.53,internal fixation of bone without fracture reduction radius and ulna 
78.54,internal fixation of bone without fracture reduction carpals and metacarpals 
78.55,internal fixation of bone without fracture reduction femur 
78.56,internal fixation of bone without fracture reduction patella 
78.57,internal fixation of bone without fracture reduction tibia and fibula 
78.58,Internal fixation of bone without fracture reduction tarsal/metatarsal 
78.59,Internal fixation of bone without fracture reduction other pelvic bones phalanges vertebra bone graft 
78.6,Removal of implanted devices from bone unspecified site 
78.6,"Removal of implanted device, unspecified site "
78.61,Removal of implanted devices from bone scapula clavicle and thorax (ribs and sternum) 
78.62,Removal of implanted devices from bone humerus 
78.63,Removal of implanted devices from bone radius and ulna 
78.64,Removal of implanted devices from bone carpals and metacarpals 
78.65,Removal of implanted devices from bone femur 
78.66,Removal of implanted devices from bone patella 
78.67,Removal of implanted devices from tibia/fibula 
78.68,Removal of implanted device from tarsal and metatarsals 
78.69,Removal of implanted device from other 
78.7,Osteoclasis unspecified site 
78.7,"Osteoclasis, unspecified site "
78.71,Osteoclasis scapula clavicle and thorax (ribs and sternum) 
78.72,Osteoclasis humerus 
78.73,Osteoclasis radius and ulna 
78.74,Osteoclasis carpals and metacarpals 
78.75,Osteoclasis femur 
78.76,Osteoclasis patella 
78.77,Osteoclasis tibia and fibula 
78.78,Osteoclasis tarsals and metatarsals 
78.79,Osteoclasis other pelvic bones phalanges (foot/hand) vertebrae 
78.8,Diagnosis procedures on bone not elsewhere classified  unspecified site 
78.8,"Diagnostic procedures on bone, not elsewhere classified, unspecified site "
78.81,Diagnosis procedures on bone not elsewhere classified scapula clavicle and thorax (ribs and sternum) 
78.82,Diagnosis procedures on bone not elsewhere classified humerus 
78.83,Diagnosis procedures on bone not elsewhere classified radius and ulna 
78.84,Diagnosis procedures on bone not elsewhere classified carpals and metacarpals 
78.85,Diagnosis procedures on bone not elsewhere classified femur 
78.86,Diagnosis procedures on bone not elsewhere classified patella 
78.87,Diagnosis procedures on bone not elsewhere classified tibia and fibula 
78.88,Diagnosis procedures on bone not elsewhere classified tarsals and metatarsals 
78.89,Diagnosis procedures on bone not elsewhere classified other pelvic bones phalanges (foot/hand) vertebrae 
78.9,Insertion of bone growth stimulator into unspecified bone 
78.9,"Insertion of bone growth stimulator, unspecified site "
78.91,Insertion of bone growth stimulator into scapula clavicula and thorax 
78.92,Insertion of bone growth stimulator into humerus 
78.93,Insertion of bone growth stimulator into radius and ulna 
78.94,Insertion of bone growth stimulator into carpals and metacarpals 
78.95,Insertion of bone growth stimulator into femur 
78.96,Insertion of bone growth stimulator into patella 
78.97,Insertion of bone growth stimulator into tibia and fibula 
78.98,Insertion of bone growth stimulator into tarsals and metatarsals 
78.99,Insertion of bone growth stimulator into other pelvic bones phalanges vertebrae bone graft 
79,Closed reduction of fracture without internal fixation of unspecified site 
79.01,Closed reduction of fracture without internal fixation of humerus 
79.02,Closed reduction of fracture without internal fixation of radius and ulna 
79.03,Closed reduction of fracture without internal fixation of carpals and metacarpals 
79.04,Closed reduction of fracture without internal fixation of phalanges of hand 
79.05,Closed reduction of fracture without internal fixation of femur 
79.06,Closed reduction of fracture without internal fixation of tibia and fibula 
79.07,Closed reduction of fracture without internal fixation of tarsals and metatarsals 
